segment,filing_date,source_url,source_path,source_sha256,filing_period,referenced_period,metric,repeated_value_usd,original_value_usd,difference_usd,exact_match,comparison_status
resource,2023-10-31,https://www.sec.gov/Archives/edgar/data/18230/000001823023000054/ex991toformcat3q2023earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2023-10-31_0000018230-23-000054_EX-99.1_ex991toformcat3q2023earnin.htm,78a7aa281404d3f76b7466dc1941991551e544109ec60bf31bf9c61fb9da1e2f,2023Q3,2022Q3,segment_profit_usd,506000000.0,506000000.0,0.0,True,EXACT
power_energy,2023-10-31,https://www.sec.gov/Archives/edgar/data/18230/000001823023000054/ex991toformcat3q2023earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2023-10-31_0000018230-23-000054_EX-99.1_ex991toformcat3q2023earnin.htm,78a7aa281404d3f76b7466dc1941991551e544109ec60bf31bf9c61fb9da1e2f,2023Q3,2022Q3,sales_usd,6186000000.0,6186000000.0,0.0,True,EXACT
power_energy,2023-10-31,https://www.sec.gov/Archives/edgar/data/18230/000001823023000054/ex991toformcat3q2023earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2023-10-31_0000018230-23-000054_EX-99.1_ex991toformcat3q2023earnin.htm,78a7aa281404d3f76b7466dc1941991551e544109ec60bf31bf9c61fb9da1e2f,2023Q3,2022Q3,segment_profit_usd,935000000.0,935000000.0,0.0,True,EXACT
mpe,2023-10-31,https://www.sec.gov/Archives/edgar/data/18230/000001823023000054/ex991toformcat3q2023earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2023-10-31_0000018230-23-000054_EX-99.1_ex991toformcat3q2023earnin.htm,78a7aa281404d3f76b7466dc1941991551e544109ec60bf31bf9c61fb9da1e2f,2023Q3,2022Q3,sales_usd,14278000000.0,14278000000.0,0.0,True,EXACT
mpe,2023-10-31,https://www.sec.gov/Archives/edgar/data/18230/000001823023000054/ex991toformcat3q2023earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2023-10-31_0000018230-23-000054_EX-99.1_ex991toformcat3q2023earnin.htm,78a7aa281404d3f76b7466dc1941991551e544109ec60bf31bf9c61fb9da1e2f,2023Q3,2022Q3,segment_profit_usd,2285000000.0,2285000000.0,0.0,True,EXACT
construction,2024-02-05,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-02-05_0000018230-24-000005_EX-99.1_cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,2023Q4,2022Q4,sales_usd,6845000000.0,6845000000.0,0.0,True,EXACT
construction,2024-02-05,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-02-05_0000018230-24-000005_EX-99.1_cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,2023Q4,2022Q4,segment_profit_usd,1488000000.0,1488000000.0,0.0,True,EXACT
resource,2024-02-05,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-02-05_0000018230-24-000005_EX-99.1_cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,2023Q4,2022Q4,sales_usd,3436000000.0,3436000000.0,0.0,True,EXACT
resource,2024-02-05,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-02-05_0000018230-24-000005_EX-99.1_cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,2023Q4,2022Q4,segment_profit_usd,605000000.0,605000000.0,0.0,True,EXACT
power_energy,2024-02-05,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-02-05_0000018230-24-000005_EX-99.1_cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,2023Q4,2022Q4,sales_usd,6823000000.0,6823000000.0,0.0,True,EXACT
power_energy,2024-02-05,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-02-05_0000018230-24-000005_EX-99.1_cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,2023Q4,2022Q4,segment_profit_usd,1177000000.0,1177000000.0,0.0,True,EXACT
mpe,2024-02-05,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-02-05_0000018230-24-000005_EX-99.1_cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,2023Q4,2022Q4,sales_usd,15871000000.0,15871000000.0,0.0,True,EXACT
mpe,2024-02-05,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-02-05_0000018230-24-000005_EX-99.1_cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,2023Q4,2022Q4,segment_profit_usd,1629000000.0,1629000000.0,0.0,True,EXACT
construction,2024-04-25,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-04-25_0000018230-24-000016_EX-99.1_ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,2024Q1,2023Q1,sales_usd,6746000000.0,6746000000.0,0.0,True,EXACT
construction,2024-04-25,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-04-25_0000018230-24-000016_EX-99.1_ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,2024Q1,2023Q1,segment_profit_usd,1790000000.0,1790000000.0,0.0,True,EXACT
resource,2024-04-25,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-04-25_0000018230-24-000016_EX-99.1_ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,2024Q1,2023Q1,sales_usd,3427000000.0,3427000000.0,0.0,True,EXACT
resource,2024-04-25,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-04-25_0000018230-24-000016_EX-99.1_ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,2024Q1,2023Q1,segment_profit_usd,764000000.0,764000000.0,0.0,True,EXACT
power_energy,2024-04-25,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-04-25_0000018230-24-000016_EX-99.1_ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,2024Q1,2023Q1,sales_usd,6254000000.0,6254000000.0,0.0,True,EXACT
power_energy,2024-04-25,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-04-25_0000018230-24-000016_EX-99.1_ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,2024Q1,2023Q1,segment_profit_usd,1057000000.0,1057000000.0,0.0,True,EXACT
mpe,2024-04-25,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-04-25_0000018230-24-000016_EX-99.1_ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,2024Q1,2023Q1,sales_usd,15099000000.0,15099000000.0,0.0,True,EXACT
mpe,2024-04-25,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-04-25_0000018230-24-000016_EX-99.1_ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,2024Q1,2023Q1,segment_profit_usd,2614000000.0,2614000000.0,0.0,True,EXACT
construction,2024-08-06,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-08-06_0000018230-24-000042_EX-99.1_ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,2024Q2,2023Q2,sales_usd,7154000000.0,7154000000.0,0.0,True,EXACT
construction,2024-08-06,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-08-06_0000018230-24-000042_EX-99.1_ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,2024Q2,2023Q2,segment_profit_usd,1803000000.0,1803000000.0,0.0,True,EXACT
resource,2024-08-06,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-08-06_0000018230-24-000042_EX-99.1_ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,2024Q2,2023Q2,sales_usd,3563000000.0,3563000000.0,0.0,True,EXACT
resource,2024-08-06,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-08-06_0000018230-24-000042_EX-99.1_ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,2024Q2,2023Q2,segment_profit_usd,740000000.0,740000000.0,0.0,True,EXACT
power_energy,2024-08-06,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-08-06_0000018230-24-000042_EX-99.1_ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,2024Q2,2023Q2,sales_usd,7219000000.0,7219000000.0,0.0,True,EXACT
power_energy,2024-08-06,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-08-06_0000018230-24-000042_EX-99.1_ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,2024Q2,2023Q2,segment_profit_usd,1269000000.0,1269000000.0,0.0,True,EXACT
mpe,2024-08-06,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-08-06_0000018230-24-000042_EX-99.1_ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,2024Q2,2023Q2,sales_usd,16545000000.0,16545000000.0,0.0,True,EXACT
mpe,2024-08-06,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-08-06_0000018230-24-000042_EX-99.1_ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,2024Q2,2023Q2,segment_profit_usd,3550000000.0,3550000000.0,0.0,True,EXACT
construction,2024-10-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-10-30_0000018230-24-000050_EX-99.1_ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,2024Q3,2023Q3,sales_usd,6999000000.0,6999000000.0,0.0,True,EXACT
construction,2024-10-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-10-30_0000018230-24-000050_EX-99.1_ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,2024Q3,2023Q3,segment_profit_usd,1847000000.0,1847000000.0,0.0,True,EXACT
resource,2024-10-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-10-30_0000018230-24-000050_EX-99.1_ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,2024Q3,2023Q3,sales_usd,3351000000.0,3351000000.0,0.0,True,EXACT
resource,2024-10-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-10-30_0000018230-24-000050_EX-99.1_ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,2024Q3,2023Q3,segment_profit_usd,730000000.0,730000000.0,0.0,True,EXACT
power_energy,2024-10-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-10-30_0000018230-24-000050_EX-99.1_ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,2024Q3,2023Q3,sales_usd,6859000000.0,6859000000.0,0.0,True,EXACT
power_energy,2024-10-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-10-30_0000018230-24-000050_EX-99.1_ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,2024Q3,2023Q3,segment_profit_usd,1181000000.0,1181000000.0,0.0,True,EXACT
mpe,2024-10-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-10-30_0000018230-24-000050_EX-99.1_ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,2024Q3,2023Q3,sales_usd,15988000000.0,15988000000.0,0.0,True,EXACT
mpe,2024-10-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2024-10-30_0000018230-24-000050_EX-99.1_ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,2024Q3,2023Q3,segment_profit_usd,3393000000.0,3393000000.0,0.0,True,EXACT
construction,2025-01-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-01-30_0000018230-25-000004_EX-99.1_cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,2024Q4,2023Q4,sales_usd,6519000000.0,6519000000.0,0.0,True,EXACT
construction,2025-01-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-01-30_0000018230-25-000004_EX-99.1_cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,2024Q4,2023Q4,segment_profit_usd,1535000000.0,1535000000.0,0.0,True,EXACT
resource,2025-01-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-01-30_0000018230-25-000004_EX-99.1_cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,2024Q4,2023Q4,sales_usd,3242000000.0,3242000000.0,0.0,True,EXACT
resource,2025-01-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-01-30_0000018230-25-000004_EX-99.1_cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,2024Q4,2023Q4,segment_profit_usd,600000000.0,600000000.0,0.0,True,EXACT
power_energy,2025-01-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-01-30_0000018230-25-000004_EX-99.1_cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,2024Q4,2023Q4,sales_usd,7669000000.0,7669000000.0,0.0,True,EXACT
power_energy,2025-01-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-01-30_0000018230-25-000004_EX-99.1_cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,2024Q4,2023Q4,segment_profit_usd,1429000000.0,1429000000.0,0.0,True,EXACT
mpe,2025-01-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-01-30_0000018230-25-000004_EX-99.1_cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,2024Q4,2023Q4,sales_usd,16237000000.0,16237000000.0,0.0,True,EXACT
mpe,2025-01-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-01-30_0000018230-25-000004_EX-99.1_cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,2024Q4,2023Q4,segment_profit_usd,3102000000.0,3102000000.0,0.0,True,EXACT
construction,2025-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-04-30_0000018230-25-000013_EX-99.1_ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,2025Q1,2024Q1,sales_usd,6424000000.0,6424000000.0,0.0,True,EXACT
construction,2025-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-04-30_0000018230-25-000013_EX-99.1_ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,2025Q1,2024Q1,segment_profit_usd,1764000000.0,1764000000.0,0.0,True,EXACT
resource,2025-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-04-30_0000018230-25-000013_EX-99.1_ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,2025Q1,2024Q1,sales_usd,3193000000.0,3193000000.0,0.0,True,EXACT
resource,2025-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-04-30_0000018230-25-000013_EX-99.1_ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,2025Q1,2024Q1,segment_profit_usd,730000000.0,730000000.0,0.0,True,EXACT
power_energy,2025-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-04-30_0000018230-25-000013_EX-99.1_ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,2025Q1,2024Q1,sales_usd,6681000000.0,6681000000.0,0.0,True,EXACT
power_energy,2025-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-04-30_0000018230-25-000013_EX-99.1_ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,2025Q1,2024Q1,segment_profit_usd,1301000000.0,1301000000.0,0.0,True,EXACT
mpe,2025-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-04-30_0000018230-25-000013_EX-99.1_ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,2025Q1,2024Q1,sales_usd,14960000000.0,14960000000.0,0.0,True,EXACT
mpe,2025-04-30,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-04-30_0000018230-25-000013_EX-99.1_ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,2025Q1,2024Q1,segment_profit_usd,3404000000.0,3404000000.0,0.0,True,EXACT
construction,2025-08-05,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-08-05_0000018230-25-000037_EX-99.1_ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,2025Q2,2024Q2,sales_usd,6683000000.0,6683000000.0,0.0,True,EXACT
construction,2025-08-05,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-08-05_0000018230-25-000037_EX-99.1_ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,2025Q2,2024Q2,segment_profit_usd,1741000000.0,1741000000.0,0.0,True,EXACT
resource,2025-08-05,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-08-05_0000018230-25-000037_EX-99.1_ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,2025Q2,2024Q2,sales_usd,3206000000.0,3206000000.0,0.0,True,EXACT
resource,2025-08-05,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-08-05_0000018230-25-000037_EX-99.1_ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,2025Q2,2024Q2,segment_profit_usd,718000000.0,718000000.0,0.0,True,EXACT
power_energy,2025-08-05,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-08-05_0000018230-25-000037_EX-99.1_ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,2025Q2,2024Q2,sales_usd,7337000000.0,7337000000.0,0.0,True,EXACT
power_energy,2025-08-05,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-08-05_0000018230-25-000037_EX-99.1_ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,2025Q2,2024Q2,segment_profit_usd,1525000000.0,1525000000.0,0.0,True,EXACT
mpe,2025-08-05,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-08-05_0000018230-25-000037_EX-99.1_ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,2025Q2,2024Q2,sales_usd,15840000000.0,15840000000.0,0.0,True,EXACT
mpe,2025-08-05,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2025-08-05_0000018230-25-000037_EX-99.1_ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,2025Q2,2024Q2,segment_profit_usd,3661000000.0,3661000000.0,0.0,True,EXACT
